"lhs","op","rhs","block","group","label.x","est.x","se.x","z.x","pvalue.x","ci.lower.x","ci.upper.x","label.y","est.y","se.y","z.y","pvalue.y","ci.lower.y","ci.upper.y"
"Benev","=~","iphlppl_r","Austria",1,"",NA,0,NA,NA,1,1,"",NA,0,NA,NA,1,1
"Benev","=~","iplylfr_r","Austria",1,".p2.",0.862,0.0136103318005572,63.3673732108657,0,0.835775214582893,0.889126734876357,".p2.",0.883,0.01317319860059,67.02073984456,0,0.857058521512515,0.908696511149215
"Unive","=~","ipeqopt_r","Austria",1,"",NA,0,NA,NA,1,1,"",NA,0,NA,NA,1,1
"Unive","=~","ipudrst_r","Austria",1,".p4.",1.08,0.0204775822701508,52.7385860900557,0,1.0398234117306,1.1200940592105,".p4.",1.131,0.0208663609263025,54.1889305020469,0,1.08982846616207,1.17162309797
"Unive","=~","impenv_r","Austria",1,".p5.",0.951,0.0192213744019469,49.4902300996379,0,0.913597040422466,0.988943443544818,".p5.",1.003,0.0195562210628974,51.3059374028638,0,0.965020764732597,1.04167974264656
"Benev","~~","Unive","Austria",1,"",0.463,0.0266877230951309,17.3598131991902,0,0.410986911547354,0.515600863739023,"",0.41,0.0319911841745153,12.8034808397944,0,0.346896944815903,0.472300082425579
"iphlppl_r","~~","iphlppl_r","Austria",1,"",0.555,0.0383687587204696,14.4648247682755,0,0.479795986244206,0.630198756691461,"",0.541,0.029761931962438,18.1906503563571,0,0.483056583501688,0.599721213015108
"iplylfr_r","~~","iplylfr_r","Austria",1,"",0.502,0.030418620266108,16.5046258763342,0,0.442428546985417,0.56166734734736,"",0.398,0.024261115111294,16.3942056545115,0,0.350190798699414,0.445292622385247
"ipeqopt_r","~~","ipeqopt_r","Austria",1,"",0.713,0.0469471703260755,15.1847683839764,0,0.620867144669371,0.804896670699722,"",0.695,0.0344404625856429,20.1667700749527,0,0.627050823960911,0.76205495651843
"ipudrst_r","~~","ipudrst_r","Austria",1,"",0.74,0.0484921738724976,15.2700774414096,0,0.64543633601319,0.835522164657489,"",0.715,0.0354898280248735,20.156299954514,0,0.645784834257194,0.784902403749738
"impenv_r","~~","impenv_r","Austria",1,"",0.665,0.0367899896354682,18.0857909663399,0,0.593269007523768,0.737483116878007,"",0.505,0.026854788736572,18.8016551601281,0,0.452280058487006,0.557548895959233
"Benev","~~","Benev","Austria",1,"",0.587,0.0403923751442598,14.5285484035816,0,0.507674976886225,0.666010177951785,"",0.428,0.0399909971295574,10.6972982848164,0,0.349414710922333,0.506176539081887
"Unive","~~","Unive","Austria",1,"",0.469,0.031689020464205,14.7965294875424,0,0.406778186914749,0.530996864545138,"",0.382,0.0313984306607559,12.1551126380005,0,0.320111668071778,0.443191254604097
"iphlppl_r","~1","","Austria",1,".p14.",4.863,0.0233792526338243,208.02464031078,0,4.81763812673841,4.90928311303392,".p14.",5.023,0.0191662324090617,262.05587402781,0,4.98505866053572,5.06018891101789
"iplylfr_r","~1","","Austria",1,".p15.",5.114,0.0202368439501724,252.688485447536,0,5.0739539627041,5.15328093331029,".p15.",5.256,0.0168331722318731,312.225861052608,0,5.22275928302339,5.28874410566345
"ipeqopt_r","~1","","Austria",1,".p16.",4.793,0.0213526151768782,224.48100676568,0,4.75140619526334,4.83510690870819,".p16.",4.928,0.0179134163745963,275.083095621639,0,4.89256837854903,4.96278768041758
"ipudrst_r","~1","","Austria",1,".p17.",4.629,0.0228184626267529,202.874635836838,0,4.58456393082798,4.67401066068999,".p17.",4.772,0.0199661494551391,238.99204768332,0,4.73261800879288,4.81088387647691
"impenv_r","~1","","Austria",1,".p18.",4.843,0.020447782196205,236.843033432203,0,4.80283784564191,4.88299167897847,".p18.",5.108,0.0175901696862415,290.36781210491,0,5.07314298728109,5.14209518541506
"Benev","~1","","Austria",1,"",NA,0,NA,NA,0,0,"",NA,0,NA,NA,0,0
"Unive","~1","","Austria",1,"",NA,0,NA,NA,0,0,"",NA,0,NA,NA,0,0
"Benev","=~","iphlppl_r","Belgium",2,"",NA,0,NA,NA,1,1,"",NA,0,NA,NA,1,1
"Benev","=~","iplylfr_r","Belgium",2,".p2.",0.862,0.0136103318005573,63.3673732108657,0,0.835775214582893,0.889126734876358,".p2.",0.883,0.01317319860059,67.02073984456,0,0.857058521512516,0.908696511149215
"Unive","=~","ipeqopt_r","Belgium",2,"",NA,0,NA,NA,1,1,"",NA,0,NA,NA,1,1
"Unive","=~","ipudrst_r","Belgium",2,".p4.",1.08,0.0204775822701508,52.7385860900557,0,1.0398234117306,1.1200940592105,".p4.",1.131,0.0208663609263025,54.188930502047,0,1.08982846616207,1.17162309797
"Unive","=~","impenv_r","Belgium",2,".p5.",0.951,0.0192213744019469,49.4902300996379,0,0.913597040422466,0.988943443544819,".p5.",1.003,0.0195562210628974,51.3059374028638,0,0.965020764732597,1.04167974264656
"Benev","~~","Unive","Belgium",2,"",0.192,0.013032280373271,14.7320401143293,0,0.166449277072175,0.217534877408254,"",0.189,0.0122877817197878,15.416003967988,0,0.165344882129345,0.213512101370692
"iphlppl_r","~~","iphlppl_r","Belgium",2,"",0.354,0.0216617829898993,16.3459009156056,0,0.31162504390712,0.39653767290937,"",0.316,0.0227326672887077,13.8832984651655,0,0.271049195720035,0.360159614036833
"iplylfr_r","~~","iplylfr_r","Belgium",2,"",0.288,0.0210058684633611,13.6959654772004,0,0.246524903640633,0.32886639494498,"",0.279,0.0178490227027274,15.650094972941,0,0.244355458815281,0.314322342128448
"ipeqopt_r","~~","ipeqopt_r","Belgium",2,"",0.56,0.0308033165320376,18.1656864898873,0,0.499189999962576,0.619936781976938,"",0.579,0.0355117814177804,16.3020459984848,0,0.509312881555085,0.648516506766501
"ipudrst_r","~~","ipudrst_r","Belgium",2,"",0.528,0.0305691935758749,17.2752348744362,0,0.468175480500196,0.588004517390492,"",0.516,0.0324548415559668,15.9065798486517,0,0.452635208111675,0.579855849258973
"impenv_r","~~","impenv_r","Belgium",2,"",0.573,0.0297023230832499,19.276142002704,0,0.514330714062576,0.630761681063261,"",0.561,0.0296631470852003,18.9120075102687,0,0.502850960498407,0.619128360408621
"Benev","~~","Benev","Belgium",2,"",0.235,0.0178215737653993,13.161981711094,0,0.199637585235091,0.269496870691104,"",0.305,0.0207229473900053,14.7260181502743,0,0.26455026885447,0.345782729930328
"Unive","~~","Unive","Belgium",2,"",0.218,0.0164016219069724,13.3000897078788,0,0.185996454491734,0.250289630943152,"",0.197,0.014059604121887,13.9794106387552,0,0.168988661722404,0.224101297153983
"iphlppl_r","~1","","Belgium",2,".p14.",4.863,0.0233792526338243,208.02464031078,0,4.81763812673841,4.90928311303392,".p14.",5.023,0.0191662324090617,262.05587402781,0,4.98505866053572,5.06018891101789
"iplylfr_r","~1","","Belgium",2,".p15.",5.114,0.0202368439501725,252.688485447535,0,5.0739539627041,5.15328093331029,".p15.",5.256,0.0168331722318731,312.225861052608,0,5.22275928302339,5.28874410566345
"ipeqopt_r","~1","","Belgium",2,".p16.",4.793,0.0213526151768782,224.481006765681,0,4.75140619526334,4.83510690870819,".p16.",4.928,0.0179134163745963,275.083095621639,0,4.89256837854902,4.96278768041758
"ipudrst_r","~1","","Belgium",2,".p17.",4.629,0.022818462626753,202.874635836837,0,4.58456393082798,4.67401066068999,".p17.",4.772,0.0199661494551391,238.99204768332,0,4.73261800879288,4.81088387647691
"impenv_r","~1","","Belgium",2,".p18.",4.843,0.020447782196205,236.843033432203,0,4.80283784564191,4.88299167897847,".p18.",5.108,0.0175901696862415,290.367812104911,0,5.07314298728109,5.14209518541506
"Benev","~1","","Belgium",2,"",0.146,0.0278880199396991,5.23893508243926,1.61505833595754e-07,0.09144401135991,0.2007630407238,"",NA,0.0250020422352603,-1.20203467527325,0.229350093767852,-0.0790564240404888,0.0189497806016302
"Unive","~1","","Belgium",2,"",0.104,0.025713463737285,4.04652698337379,5.1983134965905e-05,0.0536527620060718,0.154447687691782,"",NA,0.0224435726993094,-1.36016595335189,0.173777413951663,-0.0745155776322314,0.0134616107178743
"Benev","=~","iphlppl_r","Czechia",3,"",NA,0,NA,NA,1,1,"",NA,0,NA,NA,1,1
"Benev","=~","iplylfr_r","Czechia",3,".p2.",0.862,0.0136103318005572,63.3673732108658,0,0.835775214582893,0.889126734876358,".p2.",0.883,0.01317319860059,67.0207398445601,0,0.857058521512516,0.908696511149216
"Unive","=~","ipeqopt_r","Czechia",3,"",NA,0,NA,NA,1,1,"",NA,0,NA,NA,1,1
"Unive","=~","ipudrst_r","Czechia",3,".p4.",1.08,0.0204775822701508,52.7385860900557,0,1.0398234117306,1.1200940592105,".p4.",1.131,0.0208663609263025,54.1889305020471,0,1.08982846616207,1.17162309797
"Unive","=~","impenv_r","Czechia",3,".p5.",0.951,0.0192213744019469,49.4902300996379,0,0.913597040422466,0.988943443544818,".p5.",1.003,0.0195562210628974,51.3059374028638,0,0.965020764732597,1.04167974264656
"Benev","~~","Unive","Czechia",3,"",0.506,0.0277212648008271,18.2575916689534,0,0.451790852664914,0.560456213895952,"",0.45,0.0236026233333293,19.0548858816074,0,0.403485002449164,0.496005585797145
"iphlppl_r","~~","iphlppl_r","Czechia",3,"",0.585,0.0394799901744853,14.8226667099019,0,0.50781937721461,0.662578094918583,"",0.715,0.0359979521198145,19.8688730030487,0,0.644684049366388,0.785793428710456
"iplylfr_r","~~","iplylfr_r","Czechia",3,"",0.599,0.0363423857309134,16.4833137000997,0,0.527813177467819,0.670272711757524,"",0.506,0.02807291937237,18.0233849434088,0,0.450947121422761,0.560990943244245
"ipeqopt_r","~~","ipeqopt_r","Czechia",3,"",0.966,0.0705136902554253,13.6976574935942,0,0.827668084410558,1.10407667104585,"",0.998,0.0436107762032141,22.8841090511321,0,0.912518207742734,1.08346930913501
"ipudrst_r","~~","ipudrst_r","Czechia",3,"",0.781,0.0475745934304323,16.4072893510873,0,0.687325630470654,0.873814609876221,"",0.914,0.040153608389796,22.7668716650456,0,0.835472422805657,0.992871675392309
"impenv_r","~~","impenv_r","Czechia",3,"",0.747,0.0743625947800496,10.0463988222627,0,0.601328277052846,0.892824292184533,"",0.745,0.027598429790541,26.9769868874009,0,0.690430550152962,0.798614406991597
"Benev","~~","Benev","Czechia",3,"",0.527,0.0388026307832985,13.5831586904547,0,0.451010532695997,0.603114050377337,"",0.524,0.0352710239240995,14.8632341222436,0,0.455111549726061,0.593371422904233
"Unive","~~","Unive","Czechia",3,"",0.425,0.0295953100470989,14.3603601535433,0,0.366993569328509,0.483005052935729,"",0.286,0.0232161960236555,12.3298448953557,0,0.24074918796746,0.331755004096233
"iphlppl_r","~1","","Czechia",3,".p14.",4.863,0.0233792526338243,208.02464031078,0,4.8176381267384,4.90928311303392,".p14.",5.023,0.0191662324090617,262.055874027809,0,4.98505866053571,5.06018891101788
"iplylfr_r","~1","","Czechia",3,".p15.",5.114,0.0202368439501724,252.688485447535,0,5.0739539627041,5.15328093331029,".p15.",5.256,0.0168331722318731,312.225861052608,0,5.22275928302339,5.28874410566345
"ipeqopt_r","~1","","Czechia",3,".p16.",4.793,0.0213526151768782,224.48100676568,0,4.75140619526334,4.83510690870819,".p16.",4.928,0.0179134163745963,275.083095621639,0,4.89256837854902,4.96278768041758
"ipudrst_r","~1","","Czechia",3,".p17.",4.629,0.022818462626753,202.874635836837,0,4.58456393082798,4.67401066068999,".p17.",4.772,0.0199661494551391,238.99204768332,0,4.73261800879288,4.81088387647691
"impenv_r","~1","","Czechia",3,".p18.",4.843,0.020447782196205,236.843033432203,0,4.8028378456419,4.88299167897847,".p18.",5.108,0.0175901696862416,290.36781210491,0,5.07314298728109,5.14209518541506
"Benev","~1","","Czechia",3,"",-0.619,0.0359291324089227,-17.2328765469588,0,-0.68958210875956,-0.548742497725041,"",-0.617,0.0290490921436455,-21.2389212722469,0,-0.673906555454263,-0.560036206684002
"Unive","~1","","Czechia",3,"",-0.423,0.0341835254363801,-12.38779801213,0,-0.490457087168299,-0.356460129728471,"",-0.417,0.0247950405277414,-16.8075575261727,0,-0.465341456463381,-0.368146683604213
"Benev","=~","iphlppl_r","Estonia",4,"",NA,0,NA,NA,1,1,"",NA,0,NA,NA,1,1
"Benev","=~","iplylfr_r","Estonia",4,".p2.",0.862,0.0136103318005573,63.3673732108657,0,0.835775214582893,0.889126734876357,".p2.",0.883,0.01317319860059,67.02073984456,0,0.857058521512515,0.908696511149215
"Unive","=~","ipeqopt_r","Estonia",4,"",NA,0,NA,NA,1,1,"",NA,0,NA,NA,1,1
"Unive","=~","ipudrst_r","Estonia",4,".p4.",1.08,0.0204775822701508,52.7385860900557,0,1.0398234117306,1.1200940592105,".p4.",1.131,0.0208663609263025,54.1889305020469,0,1.08982846616207,1.17162309797
"Unive","=~","impenv_r","Estonia",4,".p5.",0.951,0.0192213744019469,49.4902300996379,0,0.913597040422466,0.988943443544818,".p5.",1.003,0.0195562210628974,51.3059374028638,0,0.965020764732596,1.04167974264656
"Benev","~~","Unive","Estonia",4,"",0.283,0.0177471876607906,15.9264889879339,0,0.247866540204356,0.317434237488402,"",0.23,0.0147330765391088,15.5934367615413,0,0.200862997917416,0.258615596713666
"iphlppl_r","~~","iphlppl_r","Estonia",4,"",0.566,0.0291311002650867,19.428854834495,0,0.508888010869892,0.623079825569083,"",0.537,0.0286863485013485,18.7080513909591,0,0.480441472071583,0.592889891892798
"iplylfr_r","~~","iplylfr_r","Estonia",4,"",0.395,0.0247554535322343,15.9489615055264,0,0.346303978093317,0.443343572781585,"",0.419,0.0256733059125635,16.3324662371303,0,0.368989647059757,0.469627156965165
"ipeqopt_r","~~","ipeqopt_r","Estonia",4,"",1.294,0.0439255960566965,29.4640842042172,0,1.20813487466436,1.38032004720552,"",1.371,0.0429332924795947,31.9242945266886,0,1.28646736712132,1.45476278111678
"ipudrst_r","~~","ipudrst_r","Estonia",4,"",0.726,0.0367810370035433,19.7493793292652,0,0.654313144065738,0.798492159747697,"",0.729,0.0359665857533799,20.2796179998968,0,0.658895407115578,0.79988183256257
"impenv_r","~~","impenv_r","Estonia",4,"",0.649,0.0283256404581442,22.9042956811269,0,0.593261609273634,0.704296079547621,"",0.58,0.0279990882424938,20.698996487835,0,0.524675824638714,0.634430233749208
"Benev","~~","Benev","Estonia",4,"",0.394,0.0285168608447391,13.8129111821498,0,0.338008845834278,0.449792886249936,"",0.333,0.0252856203689061,13.1834904539858,0,0.283793829506773,0.38291164000639
"Unive","~~","Unive","Estonia",4,"",0.22,0.0198833276619498,11.0679706457267,0,0.181097480791595,0.259038693012056,"",0.162,0.0155074140937289,10.4605060884043,0,0.1318214264258,0.192609372659915
"iphlppl_r","~1","","Estonia",4,".p14.",4.863,0.0233792526338243,208.02464031078,0,4.81763812673841,4.90928311303392,".p14.",5.023,0.0191662324090617,262.05587402781,0,4.98505866053572,5.06018891101789
"iplylfr_r","~1","","Estonia",4,".p15.",5.114,0.0202368439501724,252.688485447536,0,5.0739539627041,5.15328093331029,".p15.",5.256,0.0168331722318731,312.225861052608,0,5.22275928302339,5.28874410566345
"ipeqopt_r","~1","","Estonia",4,".p16.",4.793,0.0213526151768782,224.48100676568,0,4.75140619526334,4.83510690870819,".p16.",4.928,0.0179134163745962,275.08309562164,0,4.89256837854902,4.96278768041758
"ipudrst_r","~1","","Estonia",4,".p17.",4.629,0.0228184626267529,202.874635836837,0,4.58456393082798,4.67401066069,".p17.",4.772,0.0199661494551391,238.99204768332,0,4.73261800879288,4.81088387647691
"impenv_r","~1","","Estonia",4,".p18.",4.843,0.0204477821962051,236.843033432202,0,4.80283784564191,4.88299167897847,".p18.",5.108,0.0175901696862416,290.36781210491,0,5.07314298728109,5.14209518541506
"Benev","~1","","Estonia",4,"",-0.237,0.0295823428494005,-8.02011902679343,1.11022302462516e-15,-0.295234237306744,-0.179273584180462,"",-0.414,0.0261157779840323,-15.8570226759363,0,-0.465304467969467,-0.362932499415572
"Unive","~1","","Estonia",4,"",-0.072,0.0260265228303322,-2.76720613928039,0.00565389920642723,-0.123031801150477,-0.0210097063699559,"",-0.183,0.0226287544678035,-8.08992859642782,6.66133814775094e-16,-0.227416551642522,-0.138713464098733
"Benev","=~","iphlppl_r","France",5,"",NA,0,NA,NA,1,1,"",NA,0,NA,NA,1,1
"Benev","=~","iplylfr_r","France",5,".p2.",0.862,0.0136103318005573,63.3673732108657,0,0.835775214582893,0.889126734876357,".p2.",0.883,0.01317319860059,67.02073984456,0,0.857058521512515,0.908696511149215
"Unive","=~","ipeqopt_r","France",5,"",NA,0,NA,NA,1,1,"",NA,0,NA,NA,1,1
"Unive","=~","ipudrst_r","France",5,".p4.",1.08,0.0204775822701508,52.7385860900557,0,1.0398234117306,1.1200940592105,".p4.",1.131,0.0208663609263025,54.188930502047,0,1.08982846616207,1.17162309797
"Unive","=~","impenv_r","France",5,".p5.",0.951,0.0192213744019469,49.490230099638,0,0.913597040422466,0.988943443544818,".p5.",1.003,0.0195562210628974,51.3059374028638,0,0.965020764732597,1.04167974264656
"Benev","~~","Unive","France",5,"",0.393,0.0215003396235738,18.2724854405468,0,0.350724751420981,0.435004534056149,"",0.345,0.0225857824936863,15.2834719715577,0,0.300921853447671,0.389456493948232
"iphlppl_r","~~","iphlppl_r","France",5,"",0.627,0.0399530237533828,15.6876180884026,0,0.548461290489841,0.705074265750049,"",0.647,0.0411667319509428,15.7109935920402,0,0.566084949901434,0.727455573871559
"iplylfr_r","~~","iplylfr_r","France",5,"",0.571,0.0409640443913735,13.9377988605784,0,0.490660559574574,0.651236662910958,"",0.536,0.0448839206240299,11.9350218436357,0,0.447719705167757,0.623661440983864
"ipeqopt_r","~~","ipeqopt_r","France",5,"",0.879,0.0450402473593442,19.5109697066695,0,0.790501639129976,0.967056164488156,"",0.777,0.0455637478353376,17.0628537762463,0,0.688144262054199,0.866750871570052
"ipudrst_r","~~","ipudrst_r","France",5,"",0.864,0.0424762526093512,20.3359441220979,0,0.780542774267326,0.947046624892434,"",0.832,0.0460055818623287,18.0841105202125,0,0.741800743407063,0.92213931048301
"impenv_r","~~","impenv_r","France",5,"",1.18,0.0474661128977499,24.8630988994819,0,1.08712278758503,1.27318653111643,"",0.991,0.0489691513510404,20.2317908867481,0,0.894755857034237,1.0867114030373
"Benev","~~","Benev","France",5,"",0.584,0.0367030797734216,15.9168960647002,0,0.512262391530346,0.65613582048556,"",0.528,0.0344903453243705,15.2988338782082,0,0.460062228869463,0.595261898169694
"Unive","~~","Unive","France",5,"",0.381,0.0252265668003986,15.1036789324324,0,0.331570803138404,0.430457127903154,"",0.327,0.0235583099389619,13.862382552562,0,0.280400865648717,0.372747743682711
"iphlppl_r","~1","","France",5,".p14.",4.863,0.0233792526338243,208.02464031078,0,4.8176381267384,4.90928311303392,".p14.",5.023,0.0191662324090617,262.05587402781,0,4.98505866053572,5.06018891101789
"iplylfr_r","~1","","France",5,".p15.",5.114,0.0202368439501724,252.688485447535,0,5.0739539627041,5.15328093331029,".p15.",5.256,0.0168331722318731,312.225861052608,0,5.22275928302339,5.28874410566345
